Environment,Task,Seed,Bin,InaccuracyType,Steps,Collisions,TerminationReason,BugFound
1750,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1975,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
9818,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5143,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,24,2,Task Completed,False
327,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
2056,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
1959,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
6540,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
565,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6092,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8661,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6217,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
9985,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
3900,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
1304,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
3182,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
1777,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
1415,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
6174,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
584,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
3503,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
4489,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,3,Task Completed,False
8470,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
6905,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
7914,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
7490,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3409,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
2177,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
1473,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
2366,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2807,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2187,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9593,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,2,Task Completed,False
595,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3155,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1862,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,4,Task Completed,False
9809,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
466,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
5134,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
1355,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,6,High Collision,True
5834,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5015,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6072,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1484,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,2,Task Completed,False
8829,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,1,Task Completed,False
4081,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,0,Task Completed,False
2248,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
8137,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
3439,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
918,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
2019,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3548,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
1920,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
6035,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
7968,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,5,Task Completed,False
9632,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
9200,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
4215,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3818,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
2111,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
3953,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
8653,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
7000,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4762,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
4508,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
6068,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2337,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
2043,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
4095,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7378,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
1677,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
3974,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,1,Task Completed,False
1731,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
9950,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5825,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
5907,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8985,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
8956,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
1694,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
9685,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6890,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
2625,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
9848,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,23,2,Task Completed,False
4257,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
9376,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
5631,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
8318,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2389,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
6439,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8791,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
7077,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
8160,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,1,Task Completed,False
9303,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8000,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
7997,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
2341,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6351,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,1,Task Completed,False
6712,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
6534,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4757,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6264,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7069,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
8244,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
881,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6806,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3529,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
6459,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,0,Task Completed,False
8620,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
6309,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3177,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
5217,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
3462,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
876,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
69,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,3,Task Completed,False
422,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
5002,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
2265,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,3,0,Task Completed,False
506,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
2101,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
6762,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
2135,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1893,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
9896,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6774,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
940,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
4949,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,2,Task Completed,False
9963,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7800,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
3234,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
7683,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
1082,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9219,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,22,2,Task Completed,False
1021,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2752,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
5400,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1585,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
6456,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
8728,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
6440,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7175,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
6667,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
8240,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
8881,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5332,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
5609,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
7287,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
7017,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,2,Task Completed,False
6630,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7359,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,3,Task Completed,False
8333,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
4318,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,4,Task Completed,False
933,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
4726,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
784,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
5656,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
3154,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,1,Task Completed,False
9973,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,1,0,Task Completed,False
6311,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,3,Task Completed,False
3980,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,4,Task Completed,False
9734,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,2,Task Completed,False
4526,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8175,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
4413,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
8263,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
8887,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,21,0,Task Completed,False
2888,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
9240,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,1,Task Completed,False
6526,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7404,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,5,1,Task Completed,False
912,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
5646,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,1,Task Completed,False
6989,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
4046,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
6889,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
7151,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
5194,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,1,Task Completed,False
2563,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
9127,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2602,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2397,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2597,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,6,0,Task Completed,False
4857,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
5949,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
4444,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
5321,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
9647,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
9162,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,2,Task Completed,False
1923,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
7994,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
6705,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
9401,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2574,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9702,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
5781,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,19,1,Task Completed,False
3192,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1962,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,1,Task Completed,False
8247,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
2612,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
8356,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
8971,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,6,High Collision,True
2174,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1942,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,2,Task Completed,False
1225,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
1472,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
3883,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2852,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7029,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
2122,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
7144,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
6499,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
6259,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
683,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
1890,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
549,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,2,Task Completed,False
21,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
8015,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,0,Task Completed,False
4818,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1142,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
1436,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
3885,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
3632,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
2909,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,2,Task Completed,False
3717,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
6686,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
6624,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
1646,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2320,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,1,Task Completed,False
1686,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
4320,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
6611,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,21,2,Task Completed,False
5480,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,2,Task Completed,False
6025,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,1,Task Completed,False
1120,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1288,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,6,High Collision,True
9111,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
829,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
4436,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,3,Task Completed,False
8241,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
7334,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
7923,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,5,Task Completed,False
3631,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,2,Task Completed,False
369,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
7659,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
317,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,6,High Collision,True
4634,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,1,Task Completed,False
9758,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
2682,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,7,0,Task Completed,False
1682,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,1,Task Completed,False
3303,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,8,6,High Collision,True
3536,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,25,0,Task Completed,False
9517,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,5,Task Completed,False
851,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
4465,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
5476,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,14,0,Task Completed,False
4794,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,23,0,Task Completed,False
6675,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,11,0,Task Completed,False
1198,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
921,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,0,Task Completed,False
8237,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
9232,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
9415,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
182,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
7033,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,13,0,Task Completed,False
7481,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,18,0,Task Completed,False
1692,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
3077,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
2589,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,16,0,Task Completed,False
2322,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,0,Task Completed,False
5896,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,0,Task Completed,False
9834,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,10,0,Task Completed,False
2425,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,17,2,Task Completed,False
9190,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,15,0,Task Completed,False
4235,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,9,3,Task Completed,False
8393,Unknown_Task,Unknown_Seed,Unknown_Bin,accurate,12,1,Task Completed,False
